user,content,collect,forward,comment,like,userUrl
08月31日 16:45,上海嘉定,,收藏,转发 202,评论 3,9,https://weibo.com/2559716940?refer_flag=1001030103_
0,传媒剧透君,【今天下午六点！来这里，看#张文宏#等大咖上“#开学第一课# ”】《公共安全教育开学第一课》（第六季）就要开播啦！今天18:00至18:45，节目将在上海教育电视台首播，上海广播电视台纪实频道、法治天地频道等媒体平台将同步转播，在“上海嘉定”APP，也可同步观看哦~ L上海嘉定的微博视频,收藏,转发 120,评论 136,249,https://weibo.com/3915748980?refer_flag=1001030103_
0,上海普陀,"【重大现实题材电视剧#电视剧功勋# 下月开机】
总导演：郑晓龙
主演：周迅、靳东、蒋欣、郭涛、黄志忠等

出品方：上海广播电视台、春羽影视、花儿影视等
分组导演：沈严、林楠、杨文军、毛卫宁、康洪雷、阎建钢、杨阳、郑晓龙
分组编剧：王小枪、巩向东、徐速、李修文、刘戈建、陈枰、宋方金、申捷、 展开全文c",收藏,转发,评论,2,https://weibo.com/2665774271?refer_flag=1001030103_
0,上海音乐学院,,收藏,转发 62,评论 52,263,https://weibo.com/6045755938?refer_flag=1001030103_
08月30日 15:37,Viptranslator,"【沪版“开学第一课”O今天18时开播 ！4段短视频带你先睹为快！】
《公共安全教育开学第一课》（第六季）就要开播啦！O今天18:00至18:45 ，节目将在上海教育电视台首播，上海广播电视台纪实频道、法治天地频道等媒体平台也将同步转播。

市公安局治安总队黄奕、交警总队贾杰，市消防救援总队 展开全文c",收藏,转发 2,评论 14,26,https://weibo.com/1750858234?refer_flag=1001030103_
08月30日 12:05,广播爱好者658,,收藏,转发 4,评论 2,2,https://weibo.com/1584704580?refer_flag=1001030103_
08月27日 18:40,空谷_何婕站,【上观新闻：歌剧电影《贺绿汀》杀青！剧组200人战高温、克难关，廖昌永瘦了】歌剧电影《贺绿汀》8月27日在车墩影视基地杀青。这是中国首部8K全景声实景原创歌剧电影，由上海音乐学院和上海广播电视台联合出品，男中音歌唱家、上海音乐学院院长廖昌永主演，上海电视艺术家协会主席、国家一级导演滕俊杰 展开全文c,收藏,转发,评论 1,2,https://weibo.com/7409511661?refer_flag=1001030103_
0,上海科技,,收藏,转发,评论,1,https://weibo.com/2657633095?refer_flag=1001030103_
0,静安小记者之董牛牛,"浙江卫视已经官方宣布接下来要播出的三部剧，《平凡的荣耀》《在一起》《瞄准》。《在一起》是由上海广播电视台、耀客传媒制作。《瞄准》是由浙江广电旗下浙江影视集团制作。

但是目前东方卫视对这三部剧还没有任何宣传，连《平凡的荣耀》宣传都还没开始，浙江卫视已经开始在微博宣传了。",收藏,转发,评论,1,https://weibo.com/6589145410?refer_flag=1001030103_
0,上海静安,@我是思达 北京广播电视台财经频道和生活频道台标先后变成16:9，依旧标清画质播出，挺好的，反正电视也没人看，凑合播吧。看外省的网友提供的讯息，明年北京广播电视台也要再次整合频道，类似上海广播电视台大破大立一般。,收藏,转发 18,评论 7,1,https://weibo.com/2541763545?refer_flag=1001030103_
0,我爱丫丫悟,"2020-8-27 《健康上海行动》实施一周年新闻发布会👉O网页链接
上海广播电视台融媒体中心主持人何婕担任《健康上海行动》推广大使
via 健康上海12320/上观新闻",收藏,转发,评论,0,https://weibo.com/2282551273?refer_flag=1001030103_
08月22日 22:45,当代生活报,【执牛耳者—2020上海科创先锋展启动仪式正在举行→】#未来说:执牛耳者# 由上海市科学技术委员会和上海广播电视台联合出品的2020上海科技节大型科技访谈节目《未来说：执牛耳者》即将开播！为了多方位呈现节目中受访科学家们的科研成果和科学精神，记录中国科技创新的高光时刻和“大国重器，执牛耳者” 展开全文c,收藏,转发 2,评论 1,5,https://weibo.com/2195600811?refer_flag=1001030103_
08月22日 10:54 转赞人数超过100,恐泷DD,,收藏,转发 20,评论 11,159,https://weibo.com/5960673213?refer_flag=1001030103_
0,Tardis蓝盒子丨方书剑资源博,"今天我来到了上海广播电视台。上海广播电视台、上海文化广播影视集团有限公司（英文统称Shanghai Media Group，简称“SMG”）是中国目前产业门类最多、产业规模最大的省级新型主流媒体及综合文化产业集团。
首先，我看了4K的宣传片。之后，我了解了SMG的历史。
上海广播电视台于2009年10月21日已经挂牌 展开全文c",收藏,转发 82,评论 37,205,https://weibo.com/7182519217?refer_flag=1001030103_
08月22日 05:30,追剧美少女啦,,收藏,转发,评论,1,https://weibo.com/7302676413?refer_flag=1001030103_
0,种桃得瓜,"【静安区召开“青年向往之城”交流分享会】#关注静安# 8月25日，由静安团区委、上海广播电视台团委、上海报业集团团委、华东建筑集团团委共同举办的“青年向往之城”交流分享会举行。

今年活动主题聚焦“青年向往之城”，围绕“人民城市人民建，人民城市为人民”重要理念，融入海峡两岸暨港澳青年的 展开全文c",收藏,转发,评论,3,https://weibo.com/7158466004?refer_flag=1001030103_
08月21日 08:58,研股老友,,收藏,转发,评论,0,https://weibo.com/7287606481?refer_flag=1001030103_
08月20日 20:50,嗨到唱歌的开水壶,"云端交易 更便捷
2020年上海电视节，首次推出国际影视云市场，通过在线方式，为参展公司及作品提供全新的数字化展示与交流、洽谈平台，为国内外影视产业机构提供更加高效、便捷的参会方式。
在这个平台上，汇集了来自海内外超过700家影视参展商，除了国内知名影视企业包括上海广播电视台、上海文化广播 展开全文c",收藏,转发,评论,0,https://weibo.com/1252370543?refer_flag=1001030103_
0,宋京妍33,"【电视剧《创业时代》】
由林柯执导，毕鉴威编剧，由冯绍峰、袁姗姗、乔振宇、潘之琳、公磊等主演的电视剧《#大时代#》更名为《#创业年代#》，共50集。
出品方上海广播电视台、优酷变更为中央电视台、优酷，预计播出平台东方卫视变为央视播出。

@冯绍峰 @袁姗姗 @乔振宇 @潘之琳
@公磊 @董晴 展开全文c",收藏,转发 1,评论 4,18,https://weibo.com/6439350653?refer_flag=1001030103_
08月20日 12:42,女神范发发,,收藏,转发 1,评论,12,https://weibo.com/3713488007?refer_flag=1001030103_
0,Rabbit吃瓜爆料,"影视🍉
1、冯绍峰、袁姗姗、乔振宇《大时代》改名《创业年代》上海广播电视台+优酷变为了中央电台+优酷
2、《功勋·申纪兰的提案》林楠执导,巩向东编
剧,马思纯,9月中下
3、《小巷名流》主演:黄渤,靳东,沈腾,张国立、袁泉
4、贾静雯、柯佳嬿《妈别闹了》吴慷仁、林柏宏。
5、爱奇艺《梦见狮子》姚弛",收藏,转发 198,评论 205,1160,https://weibo.com/6170157934?refer_flag=1001030103_
08月20日 07:07 转赞人数超过100,谢晓虎tiger,"今日吃瓜搬运：
1、冯绍峰、袁姗姗、乔振宇主演的献礼剧《大时代》改名《创业年代》，出品方上海广播电视台+优酷变为了中央电视台+优酷。
2、《功勋申纪兰的提案》林楠执导，巩向东编剧，主演马思纯，9月中下旬开机。
3、电视剧《小巷名流》主演:黄渤、靳东、沈腾、张国立、袁泉。
4、贾静雯、柯佳嬿主 展开全文c",收藏,转发 10,评论 32,137,https://weibo.com/1925453812?refer_flag=1001030103_
08月19日 18:53,收视剧透社,,收藏,转发,评论 1,3,https://weibo.com/3262138544?refer_flag=1001030103_
08月19日 18:06,广电时评,由林柯执导，毕鉴威编剧，@冯绍峰 @袁姗姗 @乔振宇 @潘之琳 @公磊 主演的电视剧《#大时代# 》更名为#创业年代# ，预计近期在央一播出，网络平台为优酷。感觉这个剧成本不低，该剧去年4月开机，由欢乐源泉影视、上海广播电视台联合出品。 央一说不好，没准播大海。,收藏,转发,评论,1,https://weibo.com/5794984371?refer_flag=1001030103_
0,上海交通,"《在一起之决战火神山》杀青时间：8月18日

题材：抗疫

出品公司：上海广播电视台、耀客传媒、尚世影业

幕后班底：导演姚晓峰、编剧冯骥

主演阵容：陈数、陆毅",收藏,转发 1,评论 38,0,https://weibo.com/1976304153?refer_flag=1001030103_
0,上海人民广播电台,近日，上海广播电视台、上海文化广播影视集团有限公司召开2020年台集团半年度工作会议，会上提出将重点聚焦于“实施#流媒体战略#、推动SMG媒体融合向纵深发展”。 O战略调整！SMG将流媒体战略上升为台集团整体战略,收藏,转发,评论,0,https://weibo.com/1929396331?refer_flag=1001030103_
08月19日 10:12,房可圆,【关注！市交通委与上海广播签署战略合作！】昨天，上海市交通委员会与上海广播电视台东方广播中心签署战略合作，为共同服务和建设上海交通环境，展开多领域深度合作。据了解，全新升级的“上海交通广播信息发布系统”、“高速路况播报”专栏已正式上线，将为您带来更加及时、专业、全面的交通出行资讯 展开全文c,收藏,转发,评论,0,https://weibo.com/2031465027?refer_flag=1001030103_
0,青春济南,,收藏,转发 2,评论 1,16,https://weibo.com/2662050853?refer_flag=1001030103_
08月18日 11:09 转赞人数超过10,影视剧专场,8月18日下午，上海市交通委员会与上海广播电视台东方广播中心签署战略合作，为共同服务和建设上海的交通环境，展开多领域深度合作。全新升级的“上海交通广播信息发布系统”正式上线，系统数据处理周期缩至2分钟之内，信息发布更及时，领先于全国同类媒体。除广播外，SMG旗下的电视新闻等节目，也将共 展开全文c,收藏,转发 1,评论 33,22,https://weibo.com/5189718491?refer_flag=1001030103_
0,复旦大学管理学院,,收藏,转发 3,评论,1,https://weibo.com/1666928707?refer_flag=1001030103_
0,电视节目创新引擎,【老房装电梯品质好“升”活，这个“第一”了不起 !】8月18日，“老房装电梯品质好‘升’活”大型媒体行动虹口专场在丰镇路21号正式启动，该活动由上海广播电视台融媒体中心、虹口区委宣传部、虹口区住房保障和房屋管理局、江湾镇街道党工委、区融媒体中心共同主办。O老房装电梯品质好“升”活，这个“第一”了不起 !,收藏,转发 2,评论 4,6,https://weibo.com/1226888545?refer_flag=1001030103_
0,金石Jacky,"#成年人的泪点有多奇怪##在一起首发预告# 由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》发布预告。用一个个温馨故事讲述平凡人的挺身而出，小人物也是大英雄，我们在一起。

《生命的拐点》：直面新冠疫情的第一战 展开全文c",收藏,转发,评论,0,https://weibo.com/6219643998?refer_flag=1001030103_
08月15日 19:44,空谷_何婕站,,收藏,转发,评论 1,3,https://weibo.com/7409511661?refer_flag=1001030103_
08月13日 09:51,陇南武都检察,"重大现实题材电视剧《#功勋#》正在紧锣密鼓筹备中！该剧分为8个单元，讲述于敏、申纪兰、孙家栋、李延年、张富清、袁隆平、黄旭华、屠呦呦8个功勋人物的感人故事。
由上海广播电视台、春羽影视、花儿影视、融创未来影视出品，腾讯影业、当代时光传媒、阿里巴巴影业等联合出品。",收藏,转发,评论 3,3,https://weibo.com/3979593090?refer_flag=1001030103_
0,大忽悠1188,"#瞰见云课堂# #重磅预告#
【时间】8月23日 20：00
“瞰见2020”之“一路向前”行业论坛，将邀请文化界极具思想力的国家一级导演，上海广播电视台、上海文化广播影视集团有限公司监事长滕俊杰校友，与钱世政教授面对面，与广大复旦学子和“瞰见”的同行者们一起，畅谈创新执擎、别样重生。更多介绍可以 展开全文c",收藏,转发,评论 2,3,https://weibo.com/3301001730?refer_flag=1001030103_
0,鹤城公安,,收藏,转发 2,评论 2,2,https://weibo.com/1919140215?refer_flag=1001030103_
0,王臣的世界,"【电视频道停播，节奏加快】
2020年8月15日，广东广播电视台珠江电影频道停播。
2020年8月1日，浙江电视台影视娱乐频道。
2020年3月25日，湖南广播电视台时尚频道停播。
2020年1月1日，上海广播电视台艺术人文频道、东方电影频道停播。
ps：作为播出终端的电视频道，传播和商业价值越来越低，已经无法 展开全文c",收藏,转发,评论,0,https://weibo.com/6173175597?refer_flag=1001030103_
0,高伟光家的堵,,收藏,转发,评论 3,3,https://weibo.com/6574901231?refer_flag=1001030103_
0,文娱头版,"#人事动态# 上海广播电视台、上海文化广播影视集团有限公司东方卫视中心（上海东方娱乐传媒集团有限公司）总监、总经理、党委副书记，影视剧中心主任王磊卿履新上海文化广播影视集团有限公司副总裁。

近日，抗疫题材时代报告剧《在一起》举行片花首发仪式。国家广播电视总局电视剧司司长高长力、中共 展开全文c",收藏,转发 1,评论 1,2,https://weibo.com/6619752934?refer_flag=1001030103_
0,电视剧在一起,,收藏,转发 7931,评论 27819,81948,https://weibo.com/7457593700?refer_flag=1001030103_
0,万象新闻,#电视剧在一起#由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》部分主创首次亮相#耀客发布会#，分享拍摄期间克服时间紧、任务重、档期调配困难、反季节拍摄等困难，在各方支持、业内同仁帮衬下，目前已完成绝大多数内 展开全文c,收藏,转发 1,评论,6,https://weibo.com/7469181621?refer_flag=1001030103_
0,真实的涛声yti,,收藏,转发,评论,2,https://weibo.com/5879410367?refer_flag=1001030103_
08月07日 19:05 转赞人数超过10,FionaZipp,【强推！逆行天使#在一起之我叫大连# 将大连刻入命的小伙如何抗疫】#万象新闻# @邓伦@李沁#在一起# 抗疫题材时代报告剧《在一起》在上海举行片花首发仪式。该剧由上海广播电视台、耀客传媒、尚世影业共同出品，以抗疫期间各行各业真实的人物、故事为基础，讲述平凡人的挺身而出。《在一起》目前已经完 展开全文c,收藏,转发 2,评论 6,13,https://weibo.com/6074185655?refer_flag=1001030103_
0,金山传播,,收藏,转发,评论,0,https://weibo.com/1924853635?refer_flag=1001030103_
0,文化上海,黄晓明你演周总理不要侮辱伟人，你扮出来的总理是一付凶像，一对奸象，一点不像，从形像到气质你都不过关，你侮辱周总理会遭人骂的，好自为自吧:《黄晓明新戏演周总理，造型过关但气质不足，朱亚文珠玉在前难超越》由上海广播电视台、北京完美影视传媒等联合出品，赵宁宇编剧、刘江执导的建党100周年献 展开全文c,收藏,转发,评论,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,新郑那些事,,收藏,转发,评论,1,https://weibo.com/6002658442?refer_flag=1001030103_
0,影视资讯小站,"上海广播电视台筹备的两部重大现实题材电视剧
一部是功勋
还有一部是战上海
都快开机了",收藏,转发,评论 1,1,https://weibo.com/7417149343?refer_flag=1001030103_
08月06日 20:24 转赞人数超过10,微博视频台,【正在直播：《老房装电梯 品质好“升”活》大型媒体行动宝山专场】老旧住宅加装电梯，是解决“悬空”老、弱、病、残等特殊群体下楼难问题的根本办法。但老房加装电梯并非易事。上海广播电视台忠实记录，见证了城市精细化治理的不断推进和市民自治共享理念的逐步普及，与您分享装梯背后的故事。 展开全文c,收藏,转发 1,评论,18,https://weibo.com/5512188486?refer_flag=1001030103_
0,微博网络剧,,收藏,转发 38,评论 95,1403,https://weibo.com/3134793090?refer_flag=1001030103_
0,忧郁蓝天世界,【《在一起》首曝催泪片花，将于10月播出】重点抗疫题材时代报告剧《在一起》由国家广电总局组织指导，上海广播电视台和耀客传媒、尚世影业共同出品，集结国内现实主义题材创作领域的优秀编剧、导演和一线演员，通过再现疫情中平凡人的身姿，记录这段集体记忆。《在一起》从2月开始策划，3月各单元剧本 展开全文c,收藏,转发,评论 1,0,https://weibo.com/1923083522?refer_flag=1001030103_
0,健康上海12320,,收藏,转发 1,评论,0,https://weibo.com/2372649470?refer_flag=1001030103_
0,电视剧光荣与梦想,"全网首部抗疫电视剧——《在一起》首发预告
据悉，近日耀客传媒，尚世影业以及上海广播电视台共同出品的抗疫题材的时代剧《在一起》发布了预告！抗疫时代剧《在一起》即将开拍的时候，著名编剧六六说：“我不能仅靠几篇文章就能搞创作，我要去一线武汉找那些打动我的人和事，《在一起》这部剧会提炼出1 展开全文c",收藏,转发 679,评论 574,5913,https://weibo.com/7486900240?refer_flag=1001030103_
0,影视葛二蛋,,收藏,转发 21,评论 28,116,https://weibo.com/5565206512?refer_flag=1001030103_
08月05日 19:00,上海杨浦,"新剧资讯｜由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》首发预告片花。L微博电视剧的微博视频

◆《生命的拐点》编剧@梁振华_天地梁心、董哲，导演@张黎、韩晓军，主演张嘉译@周一围 @谭卓 @Crystal张天爱 @梅婷

◆《摆渡人》编剧@编剧高璇 @任宝茹 ，导演@导演沈严 展开全文c",收藏,转发,评论,1,https://weibo.com/1989143312?refer_flag=1001030103_
08月05日 17:24,FionaZipp,,收藏,转发,评论 5,5,https://weibo.com/6074185655?refer_flag=1001030103_
0,文化上海,#暑期嘉年华##新剧资讯# 由上海广播电视台、北京完美影视传媒、北京完美蓬瑞影视、德清完美蓬程影视、海宁伏榆文化、企鹅影视联合出品，赵宁宇编剧、刘江执导的建党100周年献礼大剧《#光荣与梦想# 》正在热拍，近日发布预告片花！阵容强大，值得期待！ L微博视频台的微博视频,收藏,转发,评论 1,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,不做饭泡粥,由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》今日首发概念海报。#在一起真实# 十个故事，讲述平凡人的挺身而出，小人物也是大英雄，我们在一起。#在一起太好哭了# 看着这一张张没有面孔的形象，是多少背后无名英雄 展开全文c,收藏,转发 78,评论 122,572,https://weibo.com/6100411626?refer_flag=1001030103_
0,文娱头版,"#人事动态# 上海广播电视台、上海文化广播影视集团有限公司东方卫视中心（上海东方娱乐传媒集团有限公司）总监、总经理、党委副书记，影视剧中心主任王磊卿履新上海文化广播影视集团有限公司副总裁。

近日，抗疫题材时代报告剧《在一起》举行片花首发仪式。国家广播电视总局电视剧司司长高长力、中共 展开全文c",收藏,转发 1,评论 1,2,https://weibo.com/6619752934?refer_flag=1001030103_
0,电视剧在一起,,收藏,转发 7931,评论 27819,81948,https://weibo.com/7457593700?refer_flag=1001030103_
0,万象新闻,#电视剧在一起#由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》部分主创首次亮相#耀客发布会#，分享拍摄期间克服时间紧、任务重、档期调配困难、反季节拍摄等困难，在各方支持、业内同仁帮衬下，目前已完成绝大多数内 展开全文c,收藏,转发 1,评论,6,https://weibo.com/7469181621?refer_flag=1001030103_
0,真实的涛声yti,,收藏,转发,评论,2,https://weibo.com/5879410367?refer_flag=1001030103_
08月07日 19:05 转赞人数超过10,FionaZipp,【强推！逆行天使#在一起之我叫大连# 将大连刻入命的小伙如何抗疫】#万象新闻# @邓伦@李沁#在一起# 抗疫题材时代报告剧《在一起》在上海举行片花首发仪式。该剧由上海广播电视台、耀客传媒、尚世影业共同出品，以抗疫期间各行各业真实的人物、故事为基础，讲述平凡人的挺身而出。《在一起》目前已经完 展开全文c,收藏,转发 2,评论 6,13,https://weibo.com/6074185655?refer_flag=1001030103_
0,金山传播,,收藏,转发,评论,0,https://weibo.com/1924853635?refer_flag=1001030103_
0,文化上海,黄晓明你演周总理不要侮辱伟人，你扮出来的总理是一付凶像，一对奸象，一点不像，从形像到气质你都不过关，你侮辱周总理会遭人骂的，好自为自吧:《黄晓明新戏演周总理，造型过关但气质不足，朱亚文珠玉在前难超越》由上海广播电视台、北京完美影视传媒等联合出品，赵宁宇编剧、刘江执导的建党100周年献 展开全文c,收藏,转发,评论,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,新郑那些事,,收藏,转发,评论,1,https://weibo.com/6002658442?refer_flag=1001030103_
0,影视资讯小站,"上海广播电视台筹备的两部重大现实题材电视剧
一部是功勋
还有一部是战上海
都快开机了",收藏,转发,评论 1,1,https://weibo.com/7417149343?refer_flag=1001030103_
08月06日 20:24 转赞人数超过10,微博视频台,【正在直播：《老房装电梯 品质好“升”活》大型媒体行动宝山专场】老旧住宅加装电梯，是解决“悬空”老、弱、病、残等特殊群体下楼难问题的根本办法。但老房加装电梯并非易事。上海广播电视台忠实记录，见证了城市精细化治理的不断推进和市民自治共享理念的逐步普及，与您分享装梯背后的故事。 展开全文c,收藏,转发 1,评论,18,https://weibo.com/5512188486?refer_flag=1001030103_
0,微博网络剧,,收藏,转发 38,评论 95,1403,https://weibo.com/3134793090?refer_flag=1001030103_
0,忧郁蓝天世界,【《在一起》首曝催泪片花，将于10月播出】重点抗疫题材时代报告剧《在一起》由国家广电总局组织指导，上海广播电视台和耀客传媒、尚世影业共同出品，集结国内现实主义题材创作领域的优秀编剧、导演和一线演员，通过再现疫情中平凡人的身姿，记录这段集体记忆。《在一起》从2月开始策划，3月各单元剧本 展开全文c,收藏,转发,评论 1,0,https://weibo.com/1923083522?refer_flag=1001030103_
0,健康上海12320,,收藏,转发 1,评论,0,https://weibo.com/2372649470?refer_flag=1001030103_
0,电视剧光荣与梦想,"全网首部抗疫电视剧——《在一起》首发预告
据悉，近日耀客传媒，尚世影业以及上海广播电视台共同出品的抗疫题材的时代剧《在一起》发布了预告！抗疫时代剧《在一起》即将开拍的时候，著名编剧六六说：“我不能仅靠几篇文章就能搞创作，我要去一线武汉找那些打动我的人和事，《在一起》这部剧会提炼出1 展开全文c",收藏,转发 679,评论 574,5913,https://weibo.com/7486900240?refer_flag=1001030103_
0,影视葛二蛋,,收藏,转发 21,评论 28,116,https://weibo.com/5565206512?refer_flag=1001030103_
08月05日 19:00,上海杨浦,"新剧资讯｜由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》首发预告片花。L微博电视剧的微博视频

◆《生命的拐点》编剧@梁振华_天地梁心、董哲，导演@张黎、韩晓军，主演张嘉译@周一围 @谭卓 @Crystal张天爱 @梅婷

◆《摆渡人》编剧@编剧高璇 @任宝茹 ，导演@导演沈严 展开全文c",收藏,转发,评论,1,https://weibo.com/1989143312?refer_flag=1001030103_
08月05日 17:24,FionaZipp,,收藏,转发,评论 5,5,https://weibo.com/6074185655?refer_flag=1001030103_
0,文化上海,#暑期嘉年华##新剧资讯# 由上海广播电视台、北京完美影视传媒、北京完美蓬瑞影视、德清完美蓬程影视、海宁伏榆文化、企鹅影视联合出品，赵宁宇编剧、刘江执导的建党100周年献礼大剧《#光荣与梦想# 》正在热拍，近日发布预告片花！阵容强大，值得期待！ L微博视频台的微博视频,收藏,转发,评论 1,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,不做饭泡粥,由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》今日首发概念海报。#在一起真实# 十个故事，讲述平凡人的挺身而出，小人物也是大英雄，我们在一起。#在一起太好哭了# 看着这一张张没有面孔的形象，是多少背后无名英雄 展开全文c,收藏,转发 78,评论 122,572,https://weibo.com/6100411626?refer_flag=1001030103_
0,文娱头版,"#人事动态# 上海广播电视台、上海文化广播影视集团有限公司东方卫视中心（上海东方娱乐传媒集团有限公司）总监、总经理、党委副书记，影视剧中心主任王磊卿履新上海文化广播影视集团有限公司副总裁。

近日，抗疫题材时代报告剧《在一起》举行片花首发仪式。国家广播电视总局电视剧司司长高长力、中共 展开全文c",收藏,转发 1,评论 1,2,https://weibo.com/6619752934?refer_flag=1001030103_
0,电视剧在一起,,收藏,转发 7931,评论 27819,81948,https://weibo.com/7457593700?refer_flag=1001030103_
0,万象新闻,#电视剧在一起#由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》部分主创首次亮相#耀客发布会#，分享拍摄期间克服时间紧、任务重、档期调配困难、反季节拍摄等困难，在各方支持、业内同仁帮衬下，目前已完成绝大多数内 展开全文c,收藏,转发 1,评论,6,https://weibo.com/7469181621?refer_flag=1001030103_
0,真实的涛声yti,,收藏,转发,评论,2,https://weibo.com/5879410367?refer_flag=1001030103_
08月07日 19:05 转赞人数超过10,FionaZipp,【强推！逆行天使#在一起之我叫大连# 将大连刻入命的小伙如何抗疫】#万象新闻# @邓伦@李沁#在一起# 抗疫题材时代报告剧《在一起》在上海举行片花首发仪式。该剧由上海广播电视台、耀客传媒、尚世影业共同出品，以抗疫期间各行各业真实的人物、故事为基础，讲述平凡人的挺身而出。《在一起》目前已经完 展开全文c,收藏,转发 2,评论 6,13,https://weibo.com/6074185655?refer_flag=1001030103_
0,金山传播,,收藏,转发,评论,0,https://weibo.com/1924853635?refer_flag=1001030103_
0,文化上海,黄晓明你演周总理不要侮辱伟人，你扮出来的总理是一付凶像，一对奸象，一点不像，从形像到气质你都不过关，你侮辱周总理会遭人骂的，好自为自吧:《黄晓明新戏演周总理，造型过关但气质不足，朱亚文珠玉在前难超越》由上海广播电视台、北京完美影视传媒等联合出品，赵宁宇编剧、刘江执导的建党100周年献 展开全文c,收藏,转发,评论,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,新郑那些事,,收藏,转发,评论,1,https://weibo.com/6002658442?refer_flag=1001030103_
0,影视资讯小站,"上海广播电视台筹备的两部重大现实题材电视剧
一部是功勋
还有一部是战上海
都快开机了",收藏,转发,评论 1,1,https://weibo.com/7417149343?refer_flag=1001030103_
08月06日 20:24 转赞人数超过10,微博视频台,【正在直播：《老房装电梯 品质好“升”活》大型媒体行动宝山专场】老旧住宅加装电梯，是解决“悬空”老、弱、病、残等特殊群体下楼难问题的根本办法。但老房加装电梯并非易事。上海广播电视台忠实记录，见证了城市精细化治理的不断推进和市民自治共享理念的逐步普及，与您分享装梯背后的故事。 展开全文c,收藏,转发 1,评论,18,https://weibo.com/5512188486?refer_flag=1001030103_
0,微博网络剧,,收藏,转发 38,评论 95,1403,https://weibo.com/3134793090?refer_flag=1001030103_
0,忧郁蓝天世界,【《在一起》首曝催泪片花，将于10月播出】重点抗疫题材时代报告剧《在一起》由国家广电总局组织指导，上海广播电视台和耀客传媒、尚世影业共同出品，集结国内现实主义题材创作领域的优秀编剧、导演和一线演员，通过再现疫情中平凡人的身姿，记录这段集体记忆。《在一起》从2月开始策划，3月各单元剧本 展开全文c,收藏,转发,评论 1,0,https://weibo.com/1923083522?refer_flag=1001030103_
0,健康上海12320,,收藏,转发 1,评论,0,https://weibo.com/2372649470?refer_flag=1001030103_
0,电视剧光荣与梦想,"全网首部抗疫电视剧——《在一起》首发预告
据悉，近日耀客传媒，尚世影业以及上海广播电视台共同出品的抗疫题材的时代剧《在一起》发布了预告！抗疫时代剧《在一起》即将开拍的时候，著名编剧六六说：“我不能仅靠几篇文章就能搞创作，我要去一线武汉找那些打动我的人和事，《在一起》这部剧会提炼出1 展开全文c",收藏,转发 679,评论 574,5913,https://weibo.com/7486900240?refer_flag=1001030103_
0,影视葛二蛋,,收藏,转发 21,评论 28,116,https://weibo.com/5565206512?refer_flag=1001030103_
08月05日 19:00,上海杨浦,"新剧资讯｜由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》首发预告片花。L微博电视剧的微博视频

◆《生命的拐点》编剧@梁振华_天地梁心、董哲，导演@张黎、韩晓军，主演张嘉译@周一围 @谭卓 @Crystal张天爱 @梅婷

◆《摆渡人》编剧@编剧高璇 @任宝茹 ，导演@导演沈严 展开全文c",收藏,转发,评论,1,https://weibo.com/1989143312?refer_flag=1001030103_
08月05日 17:24,FionaZipp,,收藏,转发,评论 5,5,https://weibo.com/6074185655?refer_flag=1001030103_
0,文化上海,#暑期嘉年华##新剧资讯# 由上海广播电视台、北京完美影视传媒、北京完美蓬瑞影视、德清完美蓬程影视、海宁伏榆文化、企鹅影视联合出品，赵宁宇编剧、刘江执导的建党100周年献礼大剧《#光荣与梦想# 》正在热拍，近日发布预告片花！阵容强大，值得期待！ L微博视频台的微博视频,收藏,转发,评论 1,0,https://weibo.com/2683772833?refer_flag=1001030103_
0,不做饭泡粥,由国家广电总局指导，国家卫健委和上海市委宣传部支持，上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》今日首发概念海报。#在一起真实# 十个故事，讲述平凡人的挺身而出，小人物也是大英雄，我们在一起。#在一起太好哭了# 看着这一张张没有面孔的形象，是多少背后无名英雄 展开全文c,收藏,转发 78,评论 122,572,https://weibo.com/6100411626?refer_flag=1001030103_
